caseid,track_name,raw_relative_path,raw_byte_count,raw_sha256,checksum_verified
925,Orchestra/PPF20_RATE,cases/925/ppf20_rate.signal,145265,02caa30d582f8e54cd0dee4b00d4b196231662cbb9fe0c604689029111ed5af3,true
925,Orchestra/RFTN20_RATE,cases/925/rftn20_rate.signal,140383,531e7eda3c913063d7f3362681dd9217436479665e4c65b2b906cfeef114f251,true
926,BIS/BIS,cases/926/bis.signal,73271,df37d0fcc56fc13ae629e800677c77fad24354e228eb1901346185a2940852f7,true
926,BIS/SQI,cases/926/bis_sqi.signal,71725,66c17cf520b154b125fa72d7f710a59e21077f0be2a56e211ac8927e343f0172,true
926,Orchestra/PPF20_RATE,cases/926/ppf20_rate.signal,249397,a66024bfa9eaff444612d9f7d6624ee8511d0ca57e50dfd33a13267ccad58c9b,true
926,Orchestra/RFTN20_RATE,cases/926/rftn20_rate.signal,244749,905ef35fc516a34ca5297948fab858660458882a7c47ded4abc9e36ebcd6fc88,true
927,BIS/BIS,cases/927/bis.signal,135357,8081e06c01b74f573307be29827d7003f2b209c5e5e4b328ab6585f8487601a3,true
927,BIS/SQI,cases/927/bis_sqi.signal,134251,4595fa4ebb146fa6f3a6230c7499dccc2f57699bb4229544ba6269df63f93abc,true
927,Orchestra/PPF20_RATE,cases/927/ppf20_rate.signal,481826,34275452e269dd7d6e08199d0b974e5b918045990d76a03c1affd425b764495d,true
927,Orchestra/RFTN20_RATE,cases/927/rftn20_rate.signal,494583,ecfd01974a57dcbcd6edfb9e252630da294f9af5167127160664b5057f5b8db4,true
928,BIS/BIS,cases/928/bis.signal,124392,e0bd25a59c4f933aea62019e954d059f3c5e85c979efa7b9b77e21821071d903,true
928,BIS/SQI,cases/928/bis_sqi.signal,124792,7a19b0938f7e903d7a0c6f5cbc033fbc460e31163c1e406ea7b78f62983c1fcc,true
928,Orchestra/PPF20_RATE,cases/928/ppf20_rate.signal,310210,afa3a0ffc232c51791b7d35a36a18c3fde8593aad5a13b4de31093a0f88f3574,true
928,Orchestra/RFTN20_RATE,cases/928/rftn20_rate.signal,319074,9d384cae03811b51432dbd4eb7fe3608a721ddd949eb31fed2806e2d65467d3a,true
929,BIS/BIS,cases/929/bis.signal,115992,deb5ea9dd2148880333f3ee25aff7ba2164402854b32ddf25b506bf3ad640b85,true
929,BIS/SQI,cases/929/bis_sqi.signal,114145,408d6d8ab9bd67a61f84a5423804bc0bc651b23abb837ba2d385e863efd5e437,true
929,Orchestra/PPF20_RATE,cases/929/ppf20_rate.signal,310682,c12fd878c65fed7496e2404018e6dbe1a5e2e37869ad16f58feabc976c927bab,true
929,Orchestra/RFTN20_RATE,cases/929/rftn20_rate.signal,314786,1b7e666dcdf4b10981e9dc8e6cb241847a70df1f420e4c66b38d79233cafcaba,true
934,BIS/BIS,cases/934/bis.signal,87791,b5f26d69341b441f281413625d203a0434c76d0673aac30fdcb5c507ab33c5d8,true
934,BIS/SQI,cases/934/bis_sqi.signal,87657,19382167fdb5b6570137ad352e74e05fe86cf3cf894af0924b278fcdb7793c2e,true
934,Orchestra/PPF20_RATE,cases/934/ppf20_rate.signal,283516,2acdbaf8e12863e6ca003fa6b3617c0639ff021d112593f48e5adf74f78a04db,true
934,Orchestra/RFTN20_RATE,cases/934/rftn20_rate.signal,302011,6ec74db4b25865025985ae21d7d4be5c6e1a63e19778710dd318e9601d5e5e40,true
935,BIS/BIS,cases/935/bis.signal,103942,118df85a811140fbfe0922192f033bb4c00d26eaf7c89cdf1bec2239b103ba42,true
935,BIS/SQI,cases/935/bis_sqi.signal,103695,2a189e526e81d5d657ce4dee69a96a40429967e6183ce16f9ecef9315e18f737,true
935,Orchestra/PPF20_RATE,cases/935/ppf20_rate.signal,283236,1f51327743055916d297680d294de18c60e5e87c3c0f2c994b3b0654128d147f,true
935,Orchestra/RFTN20_RATE,cases/935/rftn20_rate.signal,284385,1e97353cc851451b7e6a84f78c21e3c68198ed536df5a8a37be3c7ba4b6d289c,true
940,BIS/BIS,cases/940/bis.signal,66239,a249eaf19d2bf632ca3d1c6e8ce9c37bbeaa5f6dd953da934e75138e6ba14596,true
940,BIS/SQI,cases/940/bis_sqi.signal,66084,e1211c90b5bf3914aad00bc3baf1ec1a945921702b6ae49813904b42afb1be15,true
940,Orchestra/PPF20_RATE,cases/940/ppf20_rate.signal,205212,bbd38e1cc9e5721836e7151efa38977c653df222131cf1abeeeae1085b0b053f,true
940,Orchestra/RFTN20_RATE,cases/940/rftn20_rate.signal,204466,5f5f9b674c60e554f27fa1873a2c2944c03d2746af299a3b711796e463cfd67c,true
941,BIS/BIS,cases/941/bis.signal,89823,b8976192b02a9235139a4096110f53c584a2dec5ebd843f4fb10266c2454936d,true
941,BIS/SQI,cases/941/bis_sqi.signal,89083,b135702edfd8887790a8c5fd7baebfba473f2f649f3d6efece974423e56a279b,true
941,Orchestra/PPF20_RATE,cases/941/ppf20_rate.signal,316997,295a25768bba539a373bfcf20c48551ba2f6a428226f4af3ab0c224c3a0861c4,true
941,Orchestra/RFTN20_RATE,cases/941/rftn20_rate.signal,323030,5e11e6f775dd0795df13d369513064231ca859eee4dd55612bc9d09744fb7d82,true
943,BIS/BIS,cases/943/bis.signal,20702,b5e0d7372ed10689470a505a2c13e091cfa54488b03e3522b965fff73778423a,true
943,BIS/SQI,cases/943/bis_sqi.signal,20401,07db1cfa8112f30a4eea4e1343183c49d06ebaa1b2fc108f3171c426d19d7c5e,true
943,Orchestra/PPF20_RATE,cases/943/ppf20_rate.signal,61897,c687f9fde2687a09149658a31ed76c83c59ac86e53a1c591b5d23bc56cc140f8,true
943,Orchestra/RFTN20_RATE,cases/943/rftn20_rate.signal,56384,4f328a967bec72d1cba0e1d0737e763081b70ca6703a8c3ffb94fd14dbe8499b,true
946,BIS/BIS,cases/946/bis.signal,90853,b84a96c47269bada46062b8a39526817f8e069d75ab0f8cbbda6a3ce73de4562,true
946,BIS/SQI,cases/946/bis_sqi.signal,91105,b9da28b454e8366b9f1be98620df97ac0c4098dfd23fc9e131afd67b0d5cb791,true
946,Orchestra/PPF20_RATE,cases/946/ppf20_rate.signal,315970,59e309c5c9b41f983734e68a35ffee72f9af6e94e01ef2aaf3cad59750b3078e,true
946,Orchestra/RFTN20_RATE,cases/946/rftn20_rate.signal,322095,7466ff6e4348e50a6b123ac6ed602c76debed3588e1a45806aa1a7961919d7df,true
947,BIS/BIS,cases/947/bis.signal,224023,defe0db360a32bb548fbbe6516750e01794c82b4b70026bcf2de629daff48e6a,true
947,BIS/SQI,cases/947/bis_sqi.signal,222961,93a27646a78a5307a5f096fdf00fcc4fcdf31df72c6dea7613ac7ac064000b99,true
947,Orchestra/PPF20_RATE,cases/947/ppf20_rate.signal,614130,dc2891413946cc3b4a8df9ba982668d904b7f180b886934a088f95780291e12f,true
947,Orchestra/RFTN20_RATE,cases/947/rftn20_rate.signal,610794,f107d1d2dc27e7deef38c55d0d08521d1d1564748b0207a6433a40047cd8f45e,true
952,BIS/BIS,cases/952/bis.signal,80837,71a35ba2ad1f32f519aeb4a29035d2a4c865657e1794f7a3e3eaa1b81015a030,true
952,BIS/SQI,cases/952/bis_sqi.signal,80613,3705ce095fc198f557034ef63f9ba77e0ef4a6e76ae6e88d53e948033210ab0c,true
952,Orchestra/PPF20_RATE,cases/952/ppf20_rate.signal,213400,b8220b8e97d1d8f0330dc24b8a8cfcff1831340f239c881b0ce42ce1730d3e68,true
952,Orchestra/RFTN20_RATE,cases/952/rftn20_rate.signal,224041,167f3c9c79ee480ad182bc46f281ec6b79ae000844d93d04efc260449386fbd5,true
953,BIS/BIS,cases/953/bis.signal,191347,7039d210e50138ef0add0e3c0146595c2a7de5bae783a0bd987df4b5326a1255,true
953,BIS/SQI,cases/953/bis_sqi.signal,190865,c66a115aa07523bdc1abb8426f7b932c84236421a8d3e3568902a552e73ef131,true
953,Orchestra/PPF20_RATE,cases/953/ppf20_rate.signal,726589,ba014532604fcdca5473b9ed3b529140a5b75dac3b52b36426f17bd81ff41512,true
953,Orchestra/RFTN20_RATE,cases/953/rftn20_rate.signal,729084,de4dad43b95a5e802ad2aeaf5cd172944f08ae91b7b2b9dd3701e0720a1dc55d,true
958,BIS/BIS,cases/958/bis.signal,138728,6baf3e209f77c857c9069d1e05298bfa10832abf7ce5691c7659b345f04e26d6,true
958,BIS/SQI,cases/958/bis_sqi.signal,139468,b981e60146f30c97f2109597585ecbc1d7b61abec08fc95f079c626aefe6f99a,true
958,Orchestra/PPF20_RATE,cases/958/ppf20_rate.signal,559763,ff9d0d5d7a8c06733633e588f2ae68cee5252e233a9634cb3b9b3ede4fa54b95,true
958,Orchestra/RFTN20_RATE,cases/958/rftn20_rate.signal,566503,6b9e4d327698149b595ad6024a48955015f25428fd6f703277889de5bc5bd800,true
959,BIS/BIS,cases/959/bis.signal,173497,199e2dcd99fab2d7fd26752fea181902ce92a3739307761a4d584ce4690c2f36,true
959,BIS/SQI,cases/959/bis_sqi.signal,173485,25898efdcb7a70f030f964736e0500a82687581bdfbdbb9c3ae72f7805ce6a62,true
959,Orchestra/PPF20_RATE,cases/959/ppf20_rate.signal,651286,9f9de4df998ba15564ccc049f3be3a9bcd255318d57450d7ce0a518e289b5bab,true
959,Orchestra/RFTN20_RATE,cases/959/rftn20_rate.signal,666186,1a70020e6030692e4cb08fad9f0297890414ea82a102602d972409788703b879,true
961,BIS/BIS,cases/961/bis.signal,68666,67a1752f502d6946c3632de355b6ffee735cafc5d307804c5679b71c8f7a3ee8,true
961,BIS/SQI,cases/961/bis_sqi.signal,67414,ee9b3e51a28064d80829f53dcd41813e041e00a76a46fbc5fc37d2f2756d9ce8,true
961,Orchestra/PPF20_RATE,cases/961/ppf20_rate.signal,212454,e4ec72d437c96dae75dbc6d6a2d7b2df1796ea2b112561c1620eb2303d46d159,true
961,Orchestra/RFTN20_RATE,cases/961/rftn20_rate.signal,214447,965d9773f214ae3e21ee9c539a37f89d5feb7bc6814f49a6e7f3f0286ae950c7,true
962,BIS/BIS,cases/962/bis.signal,90583,5b27a99bddc6c2dffe9cbcdeaf45f444d188e964a01a7d6f00f8b5a85c069e1b,true
962,BIS/SQI,cases/962/bis_sqi.signal,89589,42970f243b0f232d34a1e4a4b8141d5eab8a3e070c7d8ab38cd09861e787e817,true
962,Orchestra/PPF20_RATE,cases/962/ppf20_rate.signal,232601,fd9463a59532d86c99918f8d87a4d7759627908ca14357026a44775cb98a15fd,true
962,Orchestra/RFTN20_RATE,cases/962/rftn20_rate.signal,235882,38f728b9d55de418e834598162c36d1208b628f3fdc25e595b1ca34f06c6b495,true
963,BIS/BIS,cases/963/bis.signal,288754,9b04fea9849f6ab231bbd7583acd87c643aaa7c7ee29ae8866704dafe8ee4ca2,true
963,BIS/SQI,cases/963/bis_sqi.signal,288287,42d4653a8c03aa1dea280ef8cbd08ce4c3aaf6772ff1166197ee2cea0f3ea02d,true
963,Orchestra/PPF20_RATE,cases/963/ppf20_rate.signal,796907,982426a699bad53387fccabd0208ae3eb3e7460cbdf2db531db9a40e15170a84,true
963,Orchestra/RFTN20_RATE,cases/963/rftn20_rate.signal,802307,05ba60163f8c93a5884599ad1dfd9fc542e0d120ab290c62599481828da75a56,true
964,BIS/BIS,cases/964/bis.signal,187000,f80945feb8f22b3971db68f8e08f74cae11ad44a1c03af572b1d4f93b5d5a59d,true
964,BIS/SQI,cases/964/bis_sqi.signal,187019,be7982523c01f4bae1e4451c13d642fb9c6bc23a3cac10d1004d7f02472c83ce,true
964,Orchestra/PPF20_RATE,cases/964/ppf20_rate.signal,201340,1de10ceec3fc99419c230c4ee808e51b064e871fa2d5d025245c0b9204532f71,true
964,Orchestra/RFTN20_RATE,cases/964/rftn20_rate.signal,216457,f567346360317e943d773776c7ff8085081fd53cb1441155c37ba3a583aeefd5,true
969,BIS/BIS,cases/969/bis.signal,137475,1025bf82c687397a523f64d89e30924f55d2443145973c5f26432ace5c09865a,true
969,BIS/SQI,cases/969/bis_sqi.signal,137681,c89f504c7c2a5424008df09c784db49f694682a3d5be7dba81dfac984342004b,true
969,Orchestra/PPF20_RATE,cases/969/ppf20_rate.signal,601661,662add1ae76bc1d2bf5d5cc3d37f5d6967106bd7b596ae3dd664a1b84bc7b4bc,true
969,Orchestra/RFTN20_RATE,cases/969/rftn20_rate.signal,601715,34cd0ceaa9c884573960d9ca06127293afe3d2a9dd0da5d95fb066364c3f1ea8,true
972,BIS/BIS,cases/972/bis.signal,219185,65a024b0b0e927e8b78f7f4aae33e169e6e97081c2fd18cc457f6d9d3816766b,true
972,BIS/SQI,cases/972/bis_sqi.signal,214854,0cd998657716ccfd06dd09710ba74e22a60cf0e1d773f4e4839fd03238ec40e5,true
972,Orchestra/PPF20_RATE,cases/972/ppf20_rate.signal,867240,486b39965c52d426f2fe7cb98e5760e3ef506ba415054fd6a197a8239cd8e1ba,true
972,Orchestra/RFTN20_RATE,cases/972/rftn20_rate.signal,857365,eced6a46ff8b1a08271a0f0af2c80b878f0bd5879148b27972cd49f4c7fa5d70,true
975,BIS/BIS,cases/975/bis.signal,229012,1883aaf019b0ac864f946d9a3be544ae59b60efadd2cb2b733480d33fae96af2,true
975,BIS/SQI,cases/975/bis_sqi.signal,227620,954d96c0758e0f5fda7619972bbac33906c73e2e344dd535de553511297c8c09,true
975,Orchestra/PPF20_RATE,cases/975/ppf20_rate.signal,860988,7f25166944b4a5b2015dc0ed26010abeb8129f6e9d7687ff64948b8234d16721,true
975,Orchestra/RFTN20_RATE,cases/975/rftn20_rate.signal,851347,00fc30a37c8887f6849e9609b904df954d406626852b08b83c8e0a933bfbbd57,true
981,BIS/BIS,cases/981/bis.signal,67419,25b53dabc187a7a83c0af2ca243721030287f83d5534227b2916ba1d2930a7e4,true
981,BIS/SQI,cases/981/bis_sqi.signal,67134,85c7f8d12a04cf61c1121f2c1cbb757eddd034ecf5c43229bcccfb162217a5a4,true
981,Orchestra/PPF20_RATE,cases/981/ppf20_rate.signal,158022,6db9b6991b831837c039e25631130e76deab565f08dce0b2462a9e96ee3b6b15,true
981,Orchestra/RFTN20_RATE,cases/981/rftn20_rate.signal,162539,c7b0dc24832869a7b84cbf7eb1373ee712290bc6f9ed283b7c329903843d6d55,true
982,BIS/BIS,cases/982/bis.signal,95024,218b65cbc6ccd33c1574f80ec108fa6003530d4e5632fafca00d4cdbfb1adc27,true
982,BIS/SQI,cases/982/bis_sqi.signal,94038,e43c59cc711d7573d7e5f4611c7be0ee06d2fbf896d6ad54d7c7cb79591b669b,true
982,Orchestra/PPF20_RATE,cases/982/ppf20_rate.signal,255732,6dd3ed5c5aa75d8d9a9ebd6909e15ba706e1e9f0cc6f38f3e123c722a79a0ef4,true
982,Orchestra/RFTN20_RATE,cases/982/rftn20_rate.signal,256096,0ade25f16442678463c172e33e263dcd64acfc8a3e502f9164bbb5c9428f4573,true
988,BIS/BIS,cases/988/bis.signal,181541,930beb7caee9a2b68a10d419962a1b418a59fd729527b76718baa48d880156bb,true
988,BIS/SQI,cases/988/bis_sqi.signal,180497,481d3f49def5fd82bc904b8a3f5dd2e00d5274f76aa0a5a719d543b346162040,true
988,Orchestra/PPF20_RATE,cases/988/ppf20_rate.signal,517014,9835ef49e90537827a3384a14edf7913c3ba31056a0621f288631b8762a578d7,true
988,Orchestra/RFTN20_RATE,cases/988/rftn20_rate.signal,522701,a1a6ee3aa5dcd3badc457a40d9ea19bf67f6826db9087fe5d64e405da5d8752b,true
989,BIS/BIS,cases/989/bis.signal,53858,052978b4b0d8add537f0500851a3709ca43357973f15d9e0a2ba2f6dd4f80f41,true
989,BIS/SQI,cases/989/bis_sqi.signal,53269,36f938d2406d1a749ffdc8ae104d4c16b69c1f56b40b1cb7479759ee84fd39a7,true
989,Orchestra/PPF20_RATE,cases/989/ppf20_rate.signal,123708,f04702d27bccdc342f8fc93972c78bc5eb3adf65cae95a88184466cfcba6fd76,true
989,Orchestra/RFTN20_RATE,cases/989/rftn20_rate.signal,125259,fb7d0b3c8167a80f0b9e15fca85143efde5a6b35e9f4bad67096a8ed5dbef3a0,true
990,BIS/BIS,cases/990/bis.signal,149810,80aa509a032d9d79416a32fecd8c97b6f358363f211ed2137c8d51ac291c479f,true
990,BIS/SQI,cases/990/bis_sqi.signal,148952,251ceb39de267cd7e7c4a9b40e66b1e4c59b4dc6b9cb51b5134d27d6afe1760c,true
990,Orchestra/PPF20_RATE,cases/990/ppf20_rate.signal,510318,76a748f39032449f9c5a231a058f443741938b744142d07bb263f1f0c2e0b818,true
990,Orchestra/RFTN20_RATE,cases/990/rftn20_rate.signal,528593,0d3cf869cff12f82815dedae06b1c32f27838e6bc40624481f2f8f4835207d24,true
995,BIS/BIS,cases/995/bis.signal,154740,b637fda2431ad79ac4aa9b4a8fbdaf75c3249f558298978ee96766ecfaad29aa,true
995,BIS/SQI,cases/995/bis_sqi.signal,153359,eb8fa1859888a0c398ff6e8c91da4ba222ad65a34c2dcaf2354c6569a3928aa2,true
995,Orchestra/PPF20_RATE,cases/995/ppf20_rate.signal,516641,f382f43c5adbb70b513574b13b887c4decdc9b22075c12901119022c293c05cd,true
995,Orchestra/RFTN20_RATE,cases/995/rftn20_rate.signal,517158,c80636943ac97ec487e682f91b2710677cf9d885fed9d9c3541fe56be917f7fe,true
997,BIS/BIS,cases/997/bis.signal,55306,922e16e3f0aa848c16848c9f0dd5003347cc91464b3e2f3ba74e7c08d11d9ccb,true
997,BIS/SQI,cases/997/bis_sqi.signal,55178,15029631b78ac81daf9e2506875473f62cb6c2e01aef2427dc0ac6fffe279ffd,true
997,Orchestra/PPF20_RATE,cases/997/ppf20_rate.signal,133850,280884781129db4631166d1050673df28122976b2e287a8bab70b1e96ab4c530,true
997,Orchestra/RFTN20_RATE,cases/997/rftn20_rate.signal,133469,2597beaf99ffd47ae3f8b462784e5426a2fb52bf66d70fd1aa14a8b79d490501,true
998,BIS/BIS,cases/998/bis.signal,153501,f4da8dccd2bfe36c694ab3dc87b41d9eb9a072d194b8089ad72a3aefaa172ce5,true
998,BIS/SQI,cases/998/bis_sqi.signal,151411,1d570384622fa751cefc89f562b9d4ec9383d64073884fd5106480dca260be38,true
998,Orchestra/PPF20_RATE,cases/998/ppf20_rate.signal,578650,9bed87858aa983933ae29ab24b44db566118a6425a63115690e0598abe7d3c6a,true
998,Orchestra/RFTN20_RATE,cases/998/rftn20_rate.signal,556211,352752dd8f55db2e5d7b0948e0a2587c4bb323a135bd9b983991f139a06d458d,true
999,BIS/BIS,cases/999/bis.signal,108200,0f2162c2873d6b1674075b4e6df133c82751398b2191ce6954458bb6adc492d7,true
999,BIS/SQI,cases/999/bis_sqi.signal,107134,036578888d2ac2e7b7a5e078f1ccc488a51d791a65c49d524ccb004d691bd6d8,true
999,Orchestra/PPF20_RATE,cases/999/ppf20_rate.signal,298658,262ef33f56155afb95b6c1516006bd0df4c9259e19a33d7cdb9471463a1fc380,true
999,Orchestra/RFTN20_RATE,cases/999/rftn20_rate.signal,288441,46d3df97abb66cc9ac2b60a8b958dc9eed353b978b0984b05a75f89304760fd1,true
1000,BIS/BIS,cases/1000/bis.signal,88898,e07ee7fa7f8eb1f7e42969b672238292eb5590a36326fdb5175db3c010d7175a,true
1000,BIS/SQI,cases/1000/bis_sqi.signal,89063,e1c40a74011665ff60b1137ed6376902815efa5005d7460163a1e07a47839bff,true
1000,Orchestra/PPF20_RATE,cases/1000/ppf20_rate.signal,308851,323d982a95cb567423e3db374b4f5f570bac62160f558c8dec86672c9cd63024,true
1000,Orchestra/RFTN20_RATE,cases/1000/rftn20_rate.signal,304258,83d4d2f0984248984e3151fb128d2932e53595a3a542ed12d288b790230aac6d,true
1001,BIS/BIS,cases/1001/bis.signal,104015,e2e3a76203b10162bb66c23fcb1649b156615100cc99467791ccc77dfd282f9d,true
1001,BIS/SQI,cases/1001/bis_sqi.signal,103875,db6bcdd871b701d408f731d2dcb8b8970b0eba40d0b27fad81073f115659738f,true
1001,Orchestra/PPF20_RATE,cases/1001/ppf20_rate.signal,317219,d9981400d60f3be5f27c7a16b2e3029a28918faa3aff9da6b93e086a657d2aff,true
1001,Orchestra/RFTN20_RATE,cases/1001/rftn20_rate.signal,316691,3404456b32a2f6cb6083db264e457a3b9fea8d2f70cfe157d096096593fdceb9,true
1011,BIS/BIS,cases/1011/bis.signal,91991,6590614ed8448453391ddb2b073d8e4d89987c78d35ae902b6c04b5b922941ae,true
1011,BIS/SQI,cases/1011/bis_sqi.signal,91977,e4afd4a87dcc8cb50c06d7e82fe8893fe3bfd8415144360bad59c4db5d1c3b66,true
1011,Orchestra/PPF20_RATE,cases/1011/ppf20_rate.signal,246412,5516b0b1e682ee17086c96eede8cd35cbbfe5a4712495cbd02d392fe8819b55f,true
1011,Orchestra/RFTN20_RATE,cases/1011/rftn20_rate.signal,242875,cfac1ce96fe892303a062b33b05ebb8281eba401a6317520bdf12aa32baf3cb6,true
1016,BIS/BIS,cases/1016/bis.signal,199664,f02e9d02551e6d26162cd04d3ec5bc4dd948071ff20e6a01c5ebe9c86fa6a8f1,true
1016,BIS/SQI,cases/1016/bis_sqi.signal,198715,dfbe492f623f2f594a8cd0b8cd19078599402e1fdc803b2e607312383c9ca3c2,true
1016,Orchestra/PPF20_RATE,cases/1016/ppf20_rate.signal,707535,81ca7c65aef3aaf30e4a6ec7e84433e8d810711cedf52f340d580a853fd4df79,true
1016,Orchestra/RFTN20_RATE,cases/1016/rftn20_rate.signal,690966,ec2a25ef3449c8c1939fd2438e114f23700bc052be6a3327b9edefbb8772be7e,true
1018,BIS/BIS,cases/1018/bis.signal,315930,cd9fea428d695af81c03136b221cb8fadd3855407bf98f7b260708acdaadcf0c,true
1018,BIS/SQI,cases/1018/bis_sqi.signal,313571,d464834003f393bb7be9e3a60e463bb2e4f7c816b04deb9ba788b099b1faef27,true
1018,Orchestra/PPF20_RATE,cases/1018/ppf20_rate.signal,1235718,bf81e4b297945eef8a82b2d104e172d8075b8bff13cf3f5757cecaf0968a69bf,true
1018,Orchestra/RFTN20_RATE,cases/1018/rftn20_rate.signal,1254052,5c732656f54f7f1d5df20e521c48656c6b356da58925e937ac6d0b064064a291,true
1024,BIS/BIS,cases/1024/bis.signal,178884,9b47e2adfd97e3f8996ff6b6af5256707c655d805c0ec5491d3beaa00fad6451,true
1024,BIS/SQI,cases/1024/bis_sqi.signal,176534,9994bb271f5655624cd67cc3cf6491c71aead41444c8d33609017b0d3d0bb4cf,true
1024,Orchestra/PPF20_RATE,cases/1024/ppf20_rate.signal,218604,34f9a431747775b7ab5527fe9d8a93265f872acf7eb847b15b85548fc5e08bae,true
1024,Orchestra/RFTN20_RATE,cases/1024/rftn20_rate.signal,216867,04e59d1fc60ebb16aa7487ab6ae0849032ebae744ee9b1a27d9adb3da5b7726a,true
1025,BIS/BIS,cases/1025/bis.signal,240137,337bc09d7c891413c0f446f1e49111fa7d2912157a9083d196aec78b75c6bc68,true
1025,BIS/SQI,cases/1025/bis_sqi.signal,238340,3578712c610c4a9624a20bddf0b44119d3d8fb10eb682833e6d555f07ca067c5,true
1025,Orchestra/PPF20_RATE,cases/1025/ppf20_rate.signal,737870,f81768ffa9488c41b80093a7f9a300d0cbae3fdbcfc051b472480511646e11f2,true
1025,Orchestra/RFTN20_RATE,cases/1025/rftn20_rate.signal,737845,f5091daf6fb57b6a83383b662f696170ee02f9bad2315c7ba3b0cd348f0b1e5d,true
1026,BIS/BIS,cases/1026/bis.signal,273301,4ae49efe53041addd00192e1874ed1d0d02c826d0ca479f195e5f990983e95da,true
1026,BIS/SQI,cases/1026/bis_sqi.signal,271089,99b9f33502ca8da3ed69f41fd307a83e2519be861051a6ef9be3d406b27b1558,true
1026,Orchestra/PPF20_RATE,cases/1026/ppf20_rate.signal,1039136,e64f8e83abd026318309c94f4fd349cc4bcd91b56a1ef56ed46b51fae7209a5d,true
1026,Orchestra/RFTN20_RATE,cases/1026/rftn20_rate.signal,1053242,dbc5cb1b6662510a7f7af8ced1d6ca9ee1ad69038fa593fb83670cfbc326847e,true
1027,BIS/BIS,cases/1027/bis.signal,203896,327e60d8c7bc90502e68aebb310f006877b66007db3a0daa6311ac96d4982358,true
1027,BIS/SQI,cases/1027/bis_sqi.signal,203722,80b091eff6433238cfca013244aa44c09ca29081bc3b3bf0f8027953515bed34,true
1027,Orchestra/PPF20_RATE,cases/1027/ppf20_rate.signal,550045,3b90ad5e3d24858df36e45aa18b1569ade27f1e7c7c6f9a7609917fd497338f9,true
1027,Orchestra/RFTN20_RATE,cases/1027/rftn20_rate.signal,552210,9c64bc03436aa474ffe311b87571bf6aa365dc1c0de7b9f962e71dc3b11100fb,true
1028,BIS/BIS,cases/1028/bis.signal,71826,022fc845ded91b056ed2fb904145b4918ea8fefc1424787f3e0bde1984a1bb1d,true
1028,BIS/SQI,cases/1028/bis_sqi.signal,71513,207a71c283f826926628c84bef010f72fc10791a5d2c8e3597a5315e220453c9,true
1028,Orchestra/PPF20_RATE,cases/1028/ppf20_rate.signal,253383,bc559f6209e3bc600c8f2eefed913de59705fdf78d4f762592781a3432d2c398,true
1028,Orchestra/RFTN20_RATE,cases/1028/rftn20_rate.signal,250004,9be5405617c8c5be757fa54feec2e3376f0682bb23bd95e69a3822a2b0495842,true
1029,BIS/BIS,cases/1029/bis.signal,246415,f57a839562d18e20bf2abddd3bc16f9e3a3c23b11f5ef0851e72b729792a6d63,true
1029,BIS/SQI,cases/1029/bis_sqi.signal,246072,bbe3874179ec99def3af613701c8227589bbb321a3613207518ddc60c59e6b07,true
1029,Orchestra/PPF20_RATE,cases/1029/ppf20_rate.signal,710336,8d2595bc9d118ed84cc4ea2145f9ef8d5817fd1e88b21f680fc360e59516c8e6,true
1029,Orchestra/RFTN20_RATE,cases/1029/rftn20_rate.signal,706444,d98b6dc7c0513e4870b98775183fbfc47e8344e30b2a297d4c752d57932e3ebb,true
1030,BIS/BIS,cases/1030/bis.signal,136090,cea5a5fa1c4721cc3b5fe46ae89f8de9335f1e80917ccb7eada4df6e4f73c251,true
1030,BIS/SQI,cases/1030/bis_sqi.signal,136191,328642715acbbe10583b83e08126bc81988e66222bd388d81d17615b3f3b14d8,true
1030,Orchestra/PPF20_RATE,cases/1030/ppf20_rate.signal,358493,46b578be3e97c6aa3b82ba314b48fbd5b06bcaeecaabd80b5501c88eb3e5393d,true
1030,Orchestra/RFTN20_RATE,cases/1030/rftn20_rate.signal,362514,89d55ba08974013a708402a4a0ba685d6682f3e367972ac3cca6f72d527ec4b8,true
1032,BIS/BIS,cases/1032/bis.signal,99029,a4ed251257784e936741254e05a5bd4e82ecf06e7f018309d82688927be554b9,true
1032,BIS/SQI,cases/1032/bis_sqi.signal,97772,542b41946b0c22215fd8d31cd7739829d1c6273735a7c913b9bae580dc251b91,true
1032,Orchestra/PPF20_RATE,cases/1032/ppf20_rate.signal,257429,12c2d0a68dbf4fe2b9d7b60d9ff469bf00e8e848723f04bb886425bff75f2c8a,true
1032,Orchestra/RFTN20_RATE,cases/1032/rftn20_rate.signal,259130,8896a91492efaa6d61f266c374ffdcc44a97bfd6d761a49a9c9fb9c7e4b5e28e,true
1034,BIS/BIS,cases/1034/bis.signal,91085,212b7c83cebe5334657304497c4fbbc675f9948cddb94487c19f6006dc292c96,true
1034,BIS/SQI,cases/1034/bis_sqi.signal,91248,c5d321758e67735fb19383dc56145ec2bfbf9804a31cccbb21c0f966e272020f,true
1034,Orchestra/PPF20_RATE,cases/1034/ppf20_rate.signal,295630,5ce8f17e1162996afadf47ff1143513d4a2e70d78ab18532bc223507806f85e3,true
1034,Orchestra/RFTN20_RATE,cases/1034/rftn20_rate.signal,275152,a8d9cac12f62cad86715e13e6110d8d579a25d09a5a23b9d3fad88382fd8af9f,true
